1	213.7	76.6	114.5	2.0925	0.073158	1.1533
2	204.7	136.1	130.5	2.4394	1.1605	0.93041
3	244.1	255.8	157.6	1.6528	0.59946	0.48512
4	251.9	260.3	187	0.24514	6.479	0.2025
5	262.7	282.1	207.2	1.9266	4.6826	1.8803
6	283.5	310.1	317.2	0.70837	0.12565	0.4643
7	282.9	324.6	70.8	2.2885	0.36171	0.020992
8	285.2	344.4	79.6	4.6483	0.14393	3.4115
9	258.8	292.7	160.9	8.4492	5.7327	1.7209
10	308.5	32.8	91.8	0.29655	0.28878	0.79415
