1	1.5241	4.3465	0.054461
2	0.5642	4.0644	0.12297
3	0.98054	2.096	0.059862
4	0.98911	1.0427	0.12394
5	1.8412	0.73828	0.20006
6	3.3341	0.92707	0.083111
7	3.121	2.0119	0.05365
8	3.0883	2.8112	0.050164
9	1.8378	1.7426	0.41942
10	2.8191	4.368	0.036491
